,global_id,hours
243,2954816.0,2.0
244,2960080.0,2.0
245,2956829.0,2.0
246,2956183.0,2.0
247,2955745.0,2.0
248,2955557.0,2.0
249,2955300.0,2.0
250,2955176.0,2.0
251,2956993.0,2.0
252,2949568.0,2.0
253,2951649.0,2.0
254,2950085.0,2.0
255,2952020.0,2.0
256,2951956.0,2.0
257,2951951.0,2.0
258,2951924.0,2.0
259,2951563.0,2.0
260,2949631.0,2.0
261,2952091.0,2.0
262,2954885.0,2.0
263,2950746.0,2.0
264,2959521.0,2.0
265,2955033.0,2.0
266,13381619.0,2.0
267,881477041.0,2.0
268,2955513.0,2.0
269,13381260.0,2.0
270,2955509.0,2.0
271,2960201.0,2.0
272,2957717.0,2.0
273,2958244.0,2.0
274,2956795.0,2.0
275,2958857.0,2.0
276,2959208.0,2.0
277,2959336.0,2.0
278,2959478.0,2.0
279,2958271.0,2.0
280,2959715.0,2.0
281,2960698.0,2.0
282,2955665.0,2.0
283,2953264.0,2.0
284,2953541.0,2.0
285,4491780.0,2.0
286,5971419.0,2.0
287,7632829.0,2.0
288,2952330.0,2.0
289,2953034.0,2.0
290,2953205.0,2.0
291,2953345.0,2.0
292,2953678.0,2.0
293,2954057.0,2.0
294,7804607.0,2.0
295,7726511.0,2.0
296,7717255.0,2.0
297,2953467.0,2.0
298,7721518.0,2.0
299,5972272.0,2.0
300,4489662.0,2.0
301,2961013.0,2.0
302,2953145.0,2.0
303,2954289.0,2.0
304,881477040.0,2.0
305,7664227.0,2.0
306,2957664.0,2.0
307,4490846.0,2.0
308,7663558.0,2.0
309,7730963.0,2.0
310,13381221.0,2.0
311,2955566.0,2.0
312,2954863.0,2.0
313,2953857.0,2.0
314,2950709.0,2.0
315,2949578.0,2.0
316,13414907.0,2.0
317,2958028.0,2.0
318,13896307.0,2.0
319,2959177.0,2.0
320,13381200.0,2.0
321,2955912.0,2.0
322,2953864.0,2.0
323,2958226.0,2.0
324,13896306.0,2.0
325,2955482.0,2.0
326,2953839.0,2.0
327,2949731.0,2.0
328,2953341.0,2.0
329,2952387.0,2.0
330,2951451.0,2.0
331,7728707.0,2.0
332,2951441.0,2.0
333,2950594.0,2.0
334,2953498.0,2.0
335,2958085.0,2.0
336,2954824.0,2.0
337,7728377.0,2.0
338,7700710.0,2.0
339,2959246.0,2.0
340,2960661.0,2.0
341,2956420.0,2.0
342,2955831.0,2.0
343,2960865.0,2.0
344,2954507.0,2.0
345,13896399.0,2.0
346,2959027.0,2.0
347,2953825.0,2.0
348,2959198.0,2.0
349,13414708.0,2.0
350,2961038.0,2.0
351,4491780.0,2.0
352,5971935.0,2.0
353,7703330.0,2.0
354,7721518.0,2.0
355,13380259.0,2.0
356,4491630.0,2.0
357,13381260.0,2.0
358,13414751.0,2.0
359,13780619.0,2.0
360,2959715.0,2.0
361,2959491.0,2.0
362,2960310.0,2.0
363,2949589.0,2.0
364,2949982.0,2.0
365,2950012.0,2.0
366,2950114.0,2.0
367,2951058.0,2.0
368,2952946.0,2.0
369,2953380.0,2.0
370,2951350.0,2.0
371,2954420.0,2.0
372,2954453.0,2.0
373,2955835.0,2.0
374,2957391.0,2.0
375,2957862.0,2.0
376,2957882.0,2.0
377,2953924.0,2.0
378,2958309.0,2.0
379,2959336.0,2.0
380,7616504.0,2.0
381,2958471.0,2.0
382,2959902.0,2.0
383,2950045.0,2.0
384,2949785.0,2.0
385,2949708.0,2.0
386,2949542.0,2.0
387,2950684.0,2.0
388,2950104.0,2.0
389,2950100.0,2.0
390,2950065.0,2.0
391,2952723.0,2.0
392,2958314.0,2.0
393,2958982.0,2.0
394,2959119.0,2.0
395,2959553.0,2.0
396,2959574.0,2.0
397,2959638.0,2.0
398,2959866.0,2.0
399,2950448.0,2.0
400,2950175.0,2.0
401,2959349.0,2.0
402,2959884.0,2.0
403,2955699.0,2.0
404,2959911.0,2.0
405,2960334.0,2.0
406,2960364.0,2.0
407,2960400.0,2.0
408,2960432.0,2.0
409,2960460.0,2.0
410,7625636.0,2.0
411,7642754.0,2.0
412,7681853.0,2.0
413,7682970.0,2.0
414,2958049.0,2.0
415,7686847.0,2.0
416,2957995.0,2.0
417,2957752.0,2.0
418,7639615.0,2.0
419,2957064.0,2.0
420,2957094.0,2.0
421,2960048.0,2.0
422,2960081.0,2.0
423,2954968.0,2.0
424,2955419.0,2.0
425,2955198.0,2.0
426,2955129.0,2.0
427,2954996.0,2.0
428,2954927.0,2.0
429,2957051.0,2.0
430,2955879.0,2.0
431,2956081.0,2.0
432,2956238.0,2.0
433,2956511.0,2.0
434,2956573.0,2.0
435,2955599.0,2.0
436,2954794.0,2.0
437,2955671.0,2.0
438,2955715.0,2.0
439,13414955.0,2.0
440,2955909.0,2.0
441,886079682.0,2.0
442,2957909.0,2.0
443,7690417.0,2.0
444,2960370.0,2.0
445,13380687.0,2.0
446,2957239.0,2.0
447,2951003.0,2.0
448,2950828.0,2.0
449,7726917.0,2.0
450,2950796.0,2.0
451,2950815.0,2.0
452,13414758.0,2.0
453,13414328.0,2.0
454,13434275.0,2.0
455,2950879.0,2.0
456,2957316.0,2.0
457,2957518.0,2.0
458,2957484.0,2.0
459,2957649.0,2.0
460,638877986.0,2.0
461,749908871.0,2.0
462,2953606.0,2.0
463,13381339.0,2.0
464,2951268.0,2.0
465,2954268.0,2.0
466,13387909.0,2.0
467,2952828.0,2.0
468,638877985.0,2.0
469,2953018.0,2.0
470,2952021.0,2.0
471,2953182.0,2.0
472,2953195.0,2.0
473,2953337.0,2.0
474,2952834.0,2.0
475,2959934.0,2.0
476,861517499.0,2.0
477,638877987.0,2.0
478,2954261.0,2.0
479,2960681.0,2.0
480,2952763.0,2.0
481,2953025.0,2.0
482,2955496.0,2.0
483,2957104.0,2.0
484,2960810.0,2.0
485,2955978.0,2.0
486,2956535.0,2.0
487,2956540.0,2.0
488,2956772.0,2.0
489,2955343.0,2.0
490,2956801.0,2.0
491,2957624.0,2.0
492,2958845.0,2.0
493,2957656.0,2.0
494,2959240.0,2.0
495,2957283.0,2.0
496,2960082.0,2.0
497,2955229.0,2.0
498,2955033.0,2.0
499,2949627.0,2.0
500,2949631.0,2.0
501,2949827.0,2.0
502,2959132.0,2.0
503,2950601.0,2.0
504,2955692.0,2.0
505,2955207.0,2.0
506,2952956.0,2.0
507,2953056.0,2.0
508,2953382.0,2.0
509,2953651.0,2.0
510,2954706.0,2.0
511,2954961.0,2.0
512,2952656.0,2.0
513,2960221.0,2.0
514,2952373.0,2.0
515,2960354.0,2.0
516,2957546.0,2.0
517,7622653.0,2.0
518,7643588.0,2.0
519,7647041.0,2.0
520,13380993.0,2.0
521,13896399.0,2.0
522,878339395.0,2.0
523,13414482.0,2.0
524,2955504.0,2.0
525,2951284.0,2.0
526,13780744.0,2.0
527,2951121.0,2.0
528,4480500.0,2.0
529,2960702.0,2.0
530,13381110.0,2.0
531,170693709.0,2.0
532,2952215.0,2.0
533,2953456.0,2.0
534,2953000.0,2.0
535,13896399.0,2.0
536,2951875.0,2.0
537,2951985.0,2.0
538,2952064.0,2.0
539,2952180.0,2.0
540,2951300.0,2.0
541,2952481.0,2.0
542,2952944.0,2.0
543,2951419.0,2.0
544,2952971.0,2.0
545,2953074.0,2.0
546,2953200.0,2.0
547,2953369.0,2.0
548,2954081.0,2.0
549,2954312.0,2.0
550,2952293.0,2.0
551,2955321.0,2.0
552,2960305.0,2.0
553,2950651.0,2.0
554,2958069.0,2.0
555,2950761.0,2.0
556,2949825.0,2.0
557,2950010.0,2.0
558,13388203.0,2.0
559,2950556.0,2.0
560,2955651.0,2.0
561,2955081.0,2.0
562,2950554.0,2.0
563,2961015.0,2.0
564,7638076.0,2.0
565,7731239.0,2.0
566,13380339.0,2.0
567,13381019.0,2.0
568,13381409.0,2.0
569,2960434.0,2.0
570,13388190.0,2.0
571,13381563.0,2.0
572,2961008.0,2.0
573,2955867.0,2.0
574,2955981.0,2.0
575,13414434.0,2.0
576,2957205.0,2.0
577,901669362.0,2.0
578,13388041.0,2.0
579,2960150.0,2.0
580,2956148.0,2.0
581,2956192.0,2.0
582,2956379.0,2.0
583,2956495.0,2.0
584,2956579.0,2.0
585,2956652.0,2.0
586,2957140.0,2.0
587,2957145.0,2.0
588,2960842.0,2.0
589,2954142.0,2.0
590,2957757.0,2.0
591,2960188.0,2.0
592,2957834.0,2.0
593,2958167.0,2.0
594,2958718.0,2.0
595,2959193.0,2.0
596,2959516.0,2.0
597,2959726.0,2.0
598,2959938.0,2.0
599,909537606.0,2.0
600,2957635.0,2.0
601,13390534.0,2.0
602,2957813.0,2.0
603,2954656.0,2.0
604,2952742.0,2.0
605,2952795.0,2.0
606,2957043.0,2.0
607,2956862.0,2.0
608,2956463.0,2.0
609,2956159.0,2.0
610,2950590.0,2.0
611,2949983.0,2.0
612,2950845.0,2.0
613,2951008.0,2.0
614,2950304.0,2.0
615,2952242.0,2.0
616,2951785.0,2.0
617,2960709.0,2.0
618,2953579.0,2.0
619,13380239.0,2.0
620,13380206.0,2.0
621,7776155.0,2.0
622,2952832.0,2.0
623,7724172.0,2.0
624,7721252.0,2.0
625,7694509.0,2.0
626,2957846.0,2.0
627,7657409.0,2.0
628,13380278.0,2.0
629,2960687.0,2.0
630,2960437.0,2.0
631,2960366.0,2.0
632,2960283.0,2.0
633,2959807.0,2.0
634,2957968.0,2.0
635,2958004.0,2.0
636,2958208.0,2.0
637,2958578.0,2.0
638,2958619.0,2.0
639,2958843.0,2.0
640,4482362.0,2.0
641,2953271.0,2.0
642,2959178.0,2.0
643,2954642.0,2.0
644,2954066.0,2.0
645,2959371.0,2.0
646,2953559.0,2.0
647,13380370.0,2.0
648,7675906.0,2.0
649,13414546.0,2.0
650,13380572.0,2.0
651,2953289.0,2.0
652,1016109888.0,2.0
653,1016109889.0,2.0
654,13414810.0,2.0
655,13380767.0,2.0
656,13414660.0,2.0
657,13414672.0,2.0
658,2953698.0,2.0
659,13434308.0,2.0
660,13380830.0,2.0
661,13381107.0,2.0
662,13434147.0,2.0
663,13415029.0,2.0
664,13414843.0,2.0
665,13415020.0,2.0
666,13414586.0,2.0
667,13414625.0,2.0
668,2956293.0,2.0
669,13380900.0,2.0
670,7693570.0,2.0
671,7641831.0,2.0
672,5971489.0,2.0
673,13380451.0,2.0
674,2959943.0,2.0
675,13380527.0,2.0
676,2957495.0,2.0
677,13414580.0,2.0
678,2950916.0,2.0
679,2958427.0,2.0
680,2960172.0,2.0
681,2953726.0,2.0
682,37329342.0,2.0
683,2949824.0,2.0
684,2955560.0,2.0
685,2951248.0,2.0
686,2953402.0,2.0
687,2953008.0,2.0
688,2951269.0,2.0
689,2952588.0,2.0
690,2951700.0,2.0
691,2951128.0,2.0
692,2956418.0,2.0
693,2959240.0,2.0
694,2955823.0,2.0
695,2952372.0,2.0
696,2952656.0,2.0
697,2953076.0,2.0
698,2953181.0,2.0
699,2953471.0,2.0
700,2953887.0,2.0
701,2953919.0,2.0
702,2953977.0,2.0
703,2950384.0,2.0
704,2954233.0,2.0
705,2954292.0,2.0
706,2954359.0,2.0
707,2954579.0,2.0
708,2954201.0,2.0
709,2954961.0,2.0
710,2950573.0,2.0
711,2950450.0,2.0
712,2955169.0,2.0
713,2949532.0,2.0
714,2950097.0,2.0
715,2950132.0,2.0
716,2950181.0,2.0
717,2950875.0,2.0
718,2950350.0,2.0
719,2951818.0,2.0
720,2954602.0,2.0
721,2955351.0,2.0
722,2950860.0,2.0
723,7687987.0,2.0
724,13380599.0,2.0
725,7621121.0,2.0
726,7675279.0,2.0
727,7664806.0,2.0
728,2960969.0,2.0
729,2955926.0,2.0
730,2957096.0,2.0
731,2957380.0,2.0
732,2957656.0,2.0
733,2958209.0,2.0
734,2958601.0,2.0
735,2956348.0,2.0
736,2955632.0,2.0
737,2959118.0,2.0
738,2952161.0,2.0
739,2958845.0,2.0
740,2960612.0,2.0
741,2960577.0,2.0
742,2960229.0,2.0
743,2960221.0,2.0
744,2960389.0,2.0
745,2960123.0,2.0
746,2959860.0,2.0
747,2959419.0,2.0
748,2958914.0,2.0
749,7797932.0,2.0
750,13380708.0,2.0
751,7833490.0,2.0
752,13386704.0,2.0
753,7814644.0,2.0
754,13381490.0,2.0
755,7694509.0,2.0
756,2960950.0,2.0
757,7648581.0,2.0
758,4482362.0,2.0
759,2960982.0,2.0
760,2960842.0,2.0
761,2960687.0,2.0
762,2960559.0,2.0
763,7685105.0,2.0
764,2960646.0,2.0
765,13390197.0,2.0
766,2959408.0,2.0
767,2952742.0,2.0
768,2956173.0,2.0
769,2959959.0,2.0
770,2959814.0,2.0
771,2959726.0,2.0
772,2959501.0,2.0
773,13434277.0,2.0
774,13780701.0,2.0
775,861517532.0,2.0
776,170685626.0,2.0
777,13896399.0,2.0
778,13780521.0,2.0
779,2959421.0,2.0
780,2959418.0,2.0
781,2960366.0,2.0
782,2960409.0,2.0
783,2960150.0,2.0
784,2952398.0,2.0
785,2953235.0,2.0
786,2952215.0,2.0
787,2952166.0,2.0
788,2951587.0,2.0
789,2951569.0,2.0
790,2951224.0,2.0
791,2951205.0,2.0
792,2960205.0,2.0
793,2950881.0,2.0
794,2950651.0,2.0
795,2950617.0,2.0
796,2950592.0,2.0
797,2950590.0,2.0
798,2950288.0,2.0
799,2951196.0,2.0
800,2950046.0,2.0
801,2952242.0,2.0
802,2949820.0,2.0
803,2949846.0,2.0
804,2956827.0,2.0
805,2953305.0,2.0
806,2953874.0,2.0
807,2959395.0,2.0
808,2959318.0,2.0
809,2958718.0,2.0
810,2958619.0,2.0
811,2958594.0,2.0
812,2952620.0,2.0
813,2958406.0,2.0
814,2957968.0,2.0
815,2957370.0,2.0
816,2956956.0,2.0
817,2952630.0,2.0
818,2956719.0,2.0
819,2949671.0,2.0
820,2958078.0,2.0
821,2956476.0,2.0
822,2955867.0,2.0
823,2954066.0,2.0
824,2955321.0,2.0
825,2955140.0,2.0
826,2955090.0,2.0
827,2955005.0,2.0
828,2954953.0,2.0
829,2956495.0,2.0
830,2955026.0,2.0
831,2955651.0,2.0
832,2955779.0,2.0
833,13380508.0,2.0
834,2954271.0,2.0
835,2953307.0,2.0
836,2953712.0,2.0
837,2953838.0,2.0
838,2953858.0,2.0
839,2954786.0,2.0
840,2955003.0,2.0
841,2952860.0,2.0
842,2955595.0,2.0
843,2957344.0,2.0
844,2953141.0,2.0
845,2955275.0,2.0
846,2958354.0,2.0
847,13380752.0,2.0
848,13896299.0,2.0
849,861517537.0,2.0
850,2958348.0,2.0
851,2954282.0,2.0
852,2957705.0,2.0
853,2949592.0,2.0
854,2950138.0,2.0
855,2950238.0,2.0
856,2951075.0,2.0
857,2951315.0,2.0
858,2958001.0,2.0
859,2957413.0,2.0
860,13387156.0,2.0
861,7833448.0,2.0
862,2959021.0,2.0
863,2951688.0,2.0
864,2960275.0,2.0
865,2960750.0,2.0
866,2960297.0,2.0
867,2960099.0,2.0
868,2960016.0,2.0
869,2959649.0,2.0
870,2952775.0,2.0
871,7728177.0,2.0
872,5971943.0,2.0
873,13414370.0,2.0
874,7741213.0,2.0
875,7788817.0,2.0
876,2953144.0,2.0
877,2953509.0,2.0
878,2952388.0,2.0
879,2954566.0,2.0
880,2953433.0,2.0
881,2951544.0,2.0
882,2952976.0,2.0
883,2954567.0,2.0
884,2950769.0,2.0
885,2951228.0,2.0
886,2950971.0,2.0
887,2950962.0,2.0
888,2950642.0,2.0
889,2950382.0,2.0
890,2954789.0,2.0
891,2952283.0,2.0
892,7833518.0,2.0
893,861517501.0,2.0
894,2955271.0,2.0
895,13896298.0,2.0
896,886079657.0,2.0
897,13380388.0,2.0
898,861517469.0,2.0
899,654387905.0,2.0
900,170650625.0,2.0
901,37329201.0,2.0
902,13896301.0,2.0
903,13531984.0,2.0
904,13896291.0,2.0
905,13896290.0,2.0
906,13896287.0,2.0
907,13381312.0,2.0
908,861517509.0,2.0
909,13387801.0,2.0
910,2955340.0,2.0
911,13380287.0,2.0
912,13434102.0,2.0
913,7760248.0,2.0
914,2959254.0,2.0
915,2960652.0,2.0
916,2959687.0,2.0
917,2959544.0,2.0
918,2958838.0,2.0
919,2958203.0,2.0
920,2957714.0,2.0
921,7727589.0,2.0
922,2957125.0,2.0
923,2955399.0,2.0
924,2956638.0,2.0
925,2956433.0,2.0
926,2955658.0,2.0
927,2955572.0,2.0
928,2956756.0,2.0
929,2957589.0,2.0
930,13386745.0,2.0
931,7754345.0,2.0
932,2954200.0,2.0
933,2953662.0,2.0
934,2955014.0,2.0
935,2949732.0,2.0
936,2951306.0,2.0
937,2954250.0,2.0
938,2955058.0,2.0
939,2956847.0,2.0
940,2958907.0,2.0
941,7741282.0,2.0
942,2960673.0,2.0
943,13414833.0,2.0
944,2961073.0,2.0
945,5971475.0,2.0
946,4491803.0,2.0
947,2958829.0,2.0
948,2951886.0,2.0
949,2954261.0,2.0
950,13380262.0,2.0
951,2960681.0,2.0
952,2957104.0,2.0
953,2955703.0,2.0
954,2955496.0,2.0
955,2952805.0,2.0
956,2952262.0,2.0
957,13380772.0,2.0
958,2956679.0,2.0
959,5972178.0,2.0
960,7664227.0,2.0
961,13414460.0,2.0
962,13414841.0,2.0
963,2955390.0,2.0
964,2960992.0,2.0
965,2956087.0,2.0
966,2958792.0,2.0
967,13409931.0,2.0
968,2957894.0,2.0
969,2958870.0,2.0
970,2959986.0,2.0
971,2960194.0,2.0
972,2959771.0,2.0
973,2959216.0,2.0
974,2958691.0,2.0
975,2957559.0,2.0
976,2956422.0,2.0
977,2960505.0,2.0
978,2951354.0,2.0
979,2951314.0,2.0
980,2950454.0,2.0
981,2950390.0,2.0
982,2950378.0,2.0
983,2953776.0,2.0
984,832176427.0,2.0
985,2954088.0,2.0
986,2954640.0,2.0
987,2954715.0,2.0
988,2955267.0,2.0
989,2951997.0,2.0
990,2952277.0,2.0
991,2955318.0,2.0
992,2957205.0,2.0
993,7688272.0,2.0
994,2952738.0,2.0
995,2953170.0,2.0
996,2952201.0,2.0
997,2961075.0,2.0
998,2957208.0,2.0
999,2953463.0,2.0
1000,2952293.0,2.0
1001,13414713.0,2.0
1002,13414386.0,2.0
1003,13380418.0,2.0
1004,13380182.0,2.0
1005,7747136.0,2.0
1006,5972940.0,2.0
1007,2952639.0,2.0
1008,2960840.0,2.0
1009,2951899.0,2.0
1010,2960119.0,2.0
1011,13380337.0,2.0
1012,13381368.0,2.0
1013,2960698.0,2.0
1014,2955402.0,2.0
1015,2953813.0,2.0
1016,2953678.0,2.0
1017,2953034.0,2.0
1018,2952091.0,2.0
1019,2951928.0,2.0
1020,2958382.0,2.0
1021,2956243.0,2.0
1022,2957717.0,2.0
1023,2960249.0,2.0
1024,2951649.0,2.0
1025,2958893.0,2.0
1026,2950746.0,2.0
1027,2959208.0,2.0
1028,2951488.0,2.0
1029,2960914.0,2.0
1030,7804607.0,2.0
1031,7811354.0,2.0
1032,2956127.0,2.0
1033,5971419.0,2.0
1034,2956028.0,2.0
1035,2958917.0,2.0
1036,2957529.0,2.0
1037,2958114.0,2.0
1038,2958253.0,2.0
1039,2958357.0,2.0
1040,2958680.0,2.0
1041,2957506.0,2.0
1042,2952134.0,2.0
1043,2956856.0,2.0
1044,2952495.0,2.0
1045,2952616.0,2.0
1046,2953223.0,2.0
1047,2953351.0,2.0
1048,2953422.0,2.0
1049,2953425.0,2.0
1050,2954967.0,2.0
1051,2955116.0,2.0
1052,2956114.0,2.0
1053,2954567.0,2.0
1054,2956287.0,2.0
1055,2956718.0,2.0
1056,2952138.0,2.0
1057,2956847.0,2.0
1058,13381371.0,2.0
1059,13380949.0,2.0
1060,2959232.0,2.0
1061,2959537.0,2.0
1062,2959286.0,2.0
1063,2949963.0,2.0
1064,2950278.0,2.0
1065,2959687.0,2.0
1066,7732767.0,2.0
1067,2949609.0,2.0
1068,2950658.0,2.0
1069,2960163.0,2.0
1070,2960228.0,2.0
1071,2960110.0,2.0
1072,7635750.0,2.0
1073,7669440.0,2.0
1074,2951303.0,2.0
1075,7813052.0,2.0
1076,13380210.0,2.0
1077,13380728.0,2.0
1078,7714155.0,2.0
1079,282104556.0,2.0
1080,13409931.0,2.0
1081,2956718.0,2.0
1082,2959616.0,2.0
1083,2952453.0,2.0
1084,2955116.0,2.0
1085,2959687.0,2.0
1086,2951474.0,2.0
1087,2951886.0,2.0
1088,2951306.0,2.0
1089,2951303.0,2.0
1090,2960228.0,2.0
1091,7637125.0,2.0
1092,7709748.0,2.0
1093,13380747.0,2.0
1094,13380964.0,2.0
1095,13381186.0,2.0
1096,13414911.0,2.0
1097,861517479.0,2.0
1098,1006346760.0,2.0
1099,5971769.0,2.0
1100,2960278.0,2.0
1101,2959291.0,2.0
1102,2951652.0,2.0
1103,2951520.0,2.0
1104,2950956.0,2.0
1105,2950715.0,2.0
1106,13415008.0,2.0
1107,2959739.0,2.0
1108,2953714.0,2.0
1109,2956869.0,2.0
1110,2956865.0,2.0
1111,2956282.0,2.0
1112,2956122.0,2.0
1113,2956101.0,2.0
1114,2956064.0,2.0
1115,2952507.0,2.0
1116,2951894.0,2.0
1117,2954033.0,2.0
1118,2953633.0,2.0
1119,2953876.0,2.0
1120,2953341.0,2.0
1121,2958258.0,2.0
1122,2951817.0,2.0
1123,2956497.0,2.0
1124,13414817.0,2.0
1125,2951886.0,2.0
1126,13414724.0,2.0
1127,13387465.0,2.0
1128,2952779.0,2.0
1129,37331236.0,2.0
1130,2958592.0,2.0
1131,7617209.0,2.0
1132,2953164.0,2.0
1133,13896307.0,2.0
1134,861517449.0,2.0
1135,2949767.0,2.0
1136,13896306.0,2.0
1137,2953780.0,2.0
1138,2959252.0,2.0
1139,2952660.0,2.0
1140,2957374.0,2.0
1141,2956089.0,2.0
1142,2954475.0,2.0
1143,2955482.0,2.0
1144,2953339.0,2.0
1145,2954084.0,2.0
1146,2953939.0,2.0
1147,2953859.0,2.0
1148,2950699.0,2.0
1149,7709136.0,2.0
1150,7833506.0,2.0
1151,13896399.0,2.0
